packet_id,system_key,system_name,packet_section,packet_item,packet_status,packet_score,source_register,source_route,evidence_type,required_for_packet,packet_note,not_allowed_content,last_checked,packet_hash
ST-PACKET-4BC6A55FD0CA,servicenow,ServiceNow,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/servicenow,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,fa2410d8035566a4cf4248d69de68af22bcdf1fa53b73b0679717ea6c5b9fbf4
ST-PACKET-1992F162C6DF,servicenow,ServiceNow,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e890dd0d2e96180fa7e5750d7238340fee33a1bd8c8538f63423bc7d937a891d
ST-PACKET-46C03FE89988,servicenow,ServiceNow,06 Evidence Item Detail,Approval Board Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/servicenow,Approval Register,YES,Capture connector approval board row for this system.,Do not treat this as formal enterprise approval.,2026-05-12 23:01:46 UTC,25976b017ddbc88087626856b1eb3eb671dbedc9f5dc3a005fe7cc11b20e311d
ST-PACKET-E455CD7FB4A6,servicenow,ServiceNow,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=servicenow,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,5f75ec722fb9a4750a72f2ac08e164fb933e2455d8935a1f42c83eb706dd502f
ST-PACKET-4BC6A55FD0CA,servicenow,ServiceNow,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=servicenow,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,4432b5140d302cd7280e4daf61b5cfc7c35520bf7af9f7ecc380c143e4e99d5e
ST-PACKET-1992F162C6DF,servicenow,ServiceNow,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e890dd0d2e96180fa7e5750d7238340fee33a1bd8c8538f63423bc7d937a891d
ST-PACKET-C67EB747077B,servicenow,ServiceNow,06 Evidence Item Detail,Failure Mode Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=servicenow,Risk Register,YES,Capture pre-integration risk register and false-GREEN prevention rule.,No silent pass when evidence is missing.,2026-05-12 23:01:46 UTC,822f6b048670d59109090781f0c07bcdcf2c0812e8cff4492b6b6aff502e3fcf
ST-PACKET-E455CD7FB4A6,servicenow,ServiceNow,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/servicenow,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,514bf2a0c7d582c6ac65af8dcb23403c2994d35adcfad4e5ca7e3f2ab6455d9d
ST-PACKET-4BC6A55FD0CA,servicenow,ServiceNow,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/servicenow,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,1c830dceb56a44a3108be7093dab1fa1e271afe57689e682d89687f304fea06b
ST-PACKET-1992F162C6DF,servicenow,ServiceNow,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,e890dd0d2e96180fa7e5750d7238340fee33a1bd8c8538f63423bc7d937a891d
ST-PACKET-A6CF19E685FD,servicenow,ServiceNow,06 Evidence Item Detail,Evidence Package Summary,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist,Checklist,YES,Confirm all required evidence items are present for this test case.,No evidence package built from production extracts unless separately approved.,2026-05-12 23:01:46 UTC,0038854b30a12f0faa64041ad236766317e45a8737829f5b8cf1c7a50d2f13dc
ST-PACKET-A5DB44F42C73,veeva,Veeva Vault / QMS,01 Result Summary,POC Results Summary,YELLOW,38,sterile_compounding_poc_results_summary.csv,/sterile-compounding/poc-results-summary/veeva,Summary Register,YES,Veeva Vault / QMS: status=YELLOW; score=38; tests=6; P0=4; GREEN tests=1; YELLOW tests=5; RED tests=0; required evidence=23; evidence gaps=20; P0 blockers=0.,No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,655591088ff6eb0701a2e9259d1481f85de6b3e5ce7b978ebb3437411eb1d119
ST-PACKET-245A7F9B684E,veeva,Veeva Vault / QMS,02 Execution Ledger,POC Test Execution Ledger,GREEN,50,sterile_compounding_poc_test_execution.csv,/sterile-compounding/poc-test-execution?system=veeva,Execution Register,YES,"Contains manual non-production test execution readiness, pass/fail criteria, and execution decisions.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,6ceb296055d4827b9e3f8adcb7249af1ce2567b0736639de1c4c243bc32f33c0
ST-PACKET-F1707B43FCEC,veeva,Veeva Vault / QMS,03 Evidence Checklist,POC Evidence Checklist,YELLOW,0,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist?system=veeva,Evidence Checklist,YES,"Contains screenshots, CSV exports, boundary confirmations, and system-specific evidence expectations.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,c3e1d0ce20e5c94da6688bd2ca337c0d4ccf40c12bca959d692789bb7571c212
ST-PACKET-C8EA736FFFDA,veeva,Veeva Vault / QMS,04 Non-Production Boundary,Boundary and Not-Allowed Statement,GREEN,100,sterile_compounding_nonprod_poc_plan.csv,/sterile-compounding/nonprod-poc-plan/veeva,Governance Statement,YES,"Confirms mock/non-production-only boundary and prohibits production connection, credentials, writeback, and protected-module changes.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,ef049478eec8118fddd56648ce41c58f848f8e0283021fa9d803e747e7285088
ST-PACKET-B1E1D9ADF927,veeva,Veeva Vault / QMS,05 Approval Trace,Connector Approval and Decision Trace,YELLOW,70,sterile_compounding_connector_approval_board.csv,/sterile-compounding/connector-approval-board/veeva,Approval Planning Record,YES,"Shows approval readiness, implementation position, and not-allowed actions before any real connector work.",No production API calls; no credentials; no source-system writeback; no PHI/PII/secrets; no protected-module patch; no production automation.,2026-05-12 23:01:46 UTC,05171e757c7cc6c8e66f0252f17779ee8f23d7b9e23de0de61ebe726d6990cb7
ST-PACKET-7EC21B230628,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Route Screenshot,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/veeva,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,1953fe99b17abb91c507342e56f686cd0c94907dee281636c4fbd906843c3a4a
ST-PACKET-98C91EC67CF2,veeva,Veeva Vault / QMS,06 Evidence Item Detail,CSV Export,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/veeva,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,674570570c6e078dae7d043e82fd26cb5d4b991c91db7f29ef32b65cab595760
ST-PACKET-13A11D68206E,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Boundary Confirmation,GREEN,90,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,2c28881bcc41fdb8b302c6240beda095c14efe0919eddf3b1c8104ed2df9ff1f
ST-PACKET-7EC21B230628,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/veeva,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,32fc2dfec5a18e3d5cc409c166f4963d1f137d6c7de0368be008a5c8b9b2afd6
ST-PACKET-98C91EC67CF2,veeva,Veeva Vault / QMS,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/veeva,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,ddae1c44d6d6e04fc94dd15319fa1b9394c2511b0bd9f43f566e038e75277b25
ST-PACKET-13A11D68206E,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,bb3ba1a1bb55ec8b01a97f55562c70f7abc137691ef37b14b3215bab4d441464
ST-PACKET-43724ED5C622,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Data Contract Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/data-contracts/veeva,Register Export,YES,Export or screenshot the data contract and field mapping pages for this system.,No live data pull.,2026-05-12 23:01:46 UTC,352ab91f30458ca2c041d78af8c93dbaf69790892827a8d675b46b7cbb442193
ST-PACKET-7EC21B230628,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/veeva,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,8d8898140ee1c0e2f8f8e2f75d5065eb0b9d0333f91db8ffc62bed0eddcd19c9
ST-PACKET-98C91EC67CF2,veeva,Veeva Vault / QMS,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/veeva,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,adcf3eef65180407c4105eb3c0a565c9cb3b5a0d0fdb3e47e8994e7944275ce0
ST-PACKET-13A11D68206E,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,bb3ba1a1bb55ec8b01a97f55562c70f7abc137691ef37b14b3215bab4d441464
ST-PACKET-9169BD22B4C6,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Mock Payload Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/mock-ingestion-lab/veeva,Mock Register,YES,Capture mock ingestion payload shape and quality gate for this system.,No external API request.,2026-05-12 23:01:46 UTC,ae0589fb5f42451d0cc4d9f318107137f20f36a9b1fc030e65f0f4f0ca7744c8
ST-PACKET-7EC21B230628,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/veeva,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,fe07ddf8480beb91bca287dfbca4f0a9cadb73fa2dda24ea0c8a598006659616
ST-PACKET-98C91EC67CF2,veeva,Veeva Vault / QMS,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/veeva,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,816f885191160db124bbc611543733082a3ededa9feddc57eec70dfabcac2c53
ST-PACKET-13A11D68206E,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,bb3ba1a1bb55ec8b01a97f55562c70f7abc137691ef37b14b3215bab4d441464
ST-PACKET-F9CBCBF74A03,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Approval Board Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/connector-approval-board/veeva,Approval Register,YES,Capture connector approval board row for this system.,Do not treat this as formal enterprise approval.,2026-05-12 23:01:46 UTC,1d4d200e87739fa38f931d3d85ea42bbb44551e9ec36a54e1ff068543c4dab3d
ST-PACKET-7EC21B230628,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=veeva,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,a2251313b82e5ce0b8ca8324156a00f3b6d853bbfbf95855db19fb450adb5196
ST-PACKET-98C91EC67CF2,veeva,Veeva Vault / QMS,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=veeva,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,c5ee77dbedb590fec07cb7b5643025afc57a0f3cf6d84e38784f9f58d46a63f5
ST-PACKET-13A11D68206E,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,bb3ba1a1bb55ec8b01a97f55562c70f7abc137691ef37b14b3215bab4d441464
ST-PACKET-A68A6BC6B2D5,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Failure Mode Evidence,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/pre-integration-risk?system=veeva,Risk Register,YES,Capture pre-integration risk register and false-GREEN prevention rule.,No silent pass when evidence is missing.,2026-05-12 23:01:46 UTC,c91a9b7a197a7e74848fd4135ecc603809cb1c356b7139ec9835b0890f43abdf
ST-PACKET-7EC21B230628,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Route Screenshot,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/veeva,Screenshot,YES,Capture screenshot of the sterile planning route that supports the test.,"No production PHI/PII, secrets, tokens, credentials, or source-system admin screens.",2026-05-12 23:01:46 UTC,5bb05ffeabb8108171322642762bbe57f9cf052a8de48262ac13703563636294
ST-PACKET-98C91EC67CF2,veeva,Veeva Vault / QMS,06 Evidence Item Detail,CSV Export,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan/veeva,CSV,YES,Export the relevant sterile register used by the test.,No uncontrolled export from enterprise source systems.,2026-05-12 23:01:46 UTC,1214eebd2b6f3647fb8b3b762523fae4f5a60c411fa07640cc4d5b095d095c63
ST-PACKET-13A11D68206E,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Boundary Confirmation,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/nonprod-poc-plan,Governance Note,YES,"Confirm that no API call, credential, production data, or writeback was used.",No real connector activation.,2026-05-12 23:01:46 UTC,bb3ba1a1bb55ec8b01a97f55562c70f7abc137691ef37b14b3215bab4d441464
ST-PACKET-F15046562B81,veeva,Veeva Vault / QMS,06 Evidence Item Detail,Evidence Package Summary,YELLOW,60,sterile_compounding_poc_evidence_checklist.csv,/sterile-compounding/poc-evidence-checklist,Checklist,YES,Confirm all required evidence items are present for this test case.,No evidence package built from production extracts unless separately approved.,2026-05-12 23:01:46 UTC,04ccbe82649bb19a84e2d0040a7440c91d92f837b0ad1fc6d91ca7c8606b658f
